com.samsung.health.sleep_stage,6195017,6,,,,,,,,
05:00.0,25951df4-c600-4fb5-8961-9f5c38aa0314,,57:03.5,57:03.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,13:00.0,18cbf9a1-1f33-47b3-a642-afbcc02cc6ea
13:00.0,25951df4-c600-4fb5-8961-9f5c38aa0314,,57:03.5,57:03.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,17:00.0,e0eaec06-96b3-4a63-b2cb-67fa0a6b9a5c
17:00.0,25951df4-c600-4fb5-8961-9f5c38aa0314,,57:03.5,57:03.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,29:00.0,0b020dad-c071-4357-bc74-9976587861d5
29:00.0,25951df4-c600-4fb5-8961-9f5c38aa0314,,57:03.5,57:03.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,41:00.0,2af97f18-aaf9-4568-8312-53d7db6f07df
41:00.0,25951df4-c600-4fb5-8961-9f5c38aa0314,,57:03.5,57:03.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,43:00.0,10f1f9b8-6de3-494c-a259-6e1308404aea
43:00.0,25951df4-c600-4fb5-8961-9f5c38aa0314,,57:03.5,57:03.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,50:00.0,c718a7f3-1ed5-4402-bfd0-d50001fd64f8
28:00.0,a6312f13-33cc-49a4-a0ca-83263b87b7c9,,47:39.9,47:39.9,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,42:00.0,cf6993fa-110f-4951-9189-e0b26bdc2050
42:00.0,a6312f13-33cc-49a4-a0ca-83263b87b7c9,,47:39.9,47:39.9,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,44:00.0,1757bdd9-711f-4c35-b440-44a7c79dcbe4
44:00.0,a6312f13-33cc-49a4-a0ca-83263b87b7c9,,47:39.9,47:39.9,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,53:00.0,e1cfa963-09e6-4439-a8cd-b2e682014078
53:00.0,a6312f13-33cc-49a4-a0ca-83263b87b7c9,,47:39.9,47:39.9,40003,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,03:00.0,0b27f576-707c-4bfe-a948-229330d9e945
03:00.0,a6312f13-33cc-49a4-a0ca-83263b87b7c9,,47:39.9,47:39.9,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,05:00.0,6dd7ab13-06b9-4297-9cd9-90ee7ed0805e
05:00.0,a6312f13-33cc-49a4-a0ca-83263b87b7c9,,47:39.9,47:39.9,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,37:00.0,a38c01d6-0aea-4364-8a53-6a1bb556d415
37:00.0,a6312f13-33cc-49a4-a0ca-83263b87b7c9,,47:39.9,47:39.9,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,38:00.0,02330d3c-524a-4f7c-89db-8959f27862fa
38:00.0,a6312f13-33cc-49a4-a0ca-83263b87b7c9,,47:39.9,47:39.9,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,42:00.0,4c546af8-2d7a-4184-b686-671c6e001daf
42:00.0,a6312f13-33cc-49a4-a0ca-83263b87b7c9,,47:39.9,47:39.9,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,16:00.0,d3b6720a-a0c4-47f2-a520-3d75daf5c96b
16:00.0,a6312f13-33cc-49a4-a0ca-83263b87b7c9,,47:39.9,47:39.9,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,50:00.0,136148c8-d1fa-40e1-8909-d8797484b335
50:00.0,a6312f13-33cc-49a4-a0ca-83263b87b7c9,,47:39.9,47:39.9,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,54:00.0,f6c7bc46-a270-47aa-bd8e-89c21836b7cb
54:00.0,a6312f13-33cc-49a4-a0ca-83263b87b7c9,,47:39.9,47:39.9,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,07:00.0,dce0d019-6868-447a-8e31-8d597c25c727
07:00.0,a6312f13-33cc-49a4-a0ca-83263b87b7c9,,47:39.9,47:39.9,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,09:00.0,0800ba4e-23ab-40e7-a7b1-7b97cdada8a5
09:00.0,a6312f13-33cc-49a4-a0ca-83263b87b7c9,,47:39.9,47:39.9,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,14:00.0,1024bfb3-f6c7-437c-9e45-126218f7162e
14:00.0,a6312f13-33cc-49a4-a0ca-83263b87b7c9,,47:39.9,47:39.9,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,15:00.0,9d56ddb1-f089-4270-9e58-37df2a23e18e
15:00.0,a6312f13-33cc-49a4-a0ca-83263b87b7c9,,47:39.9,47:39.9,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,34:00.0,34eca62a-895c-4e1a-b9b7-ff07b0172e79
34:00.0,a6312f13-33cc-49a4-a0ca-83263b87b7c9,,47:39.9,47:39.9,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,36:00.0,df414232-22b6-4056-95be-0f16c7054dac
36:00.0,a6312f13-33cc-49a4-a0ca-83263b87b7c9,,47:39.9,47:39.9,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,51:00.0,5d9e3bf4-b3b7-45a8-a8de-68302affa470
51:00.0,a6312f13-33cc-49a4-a0ca-83263b87b7c9,,47:39.9,47:39.9,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,52:00.0,66066f54-9a80-4536-b434-75775d4d828c
52:00.0,a6312f13-33cc-49a4-a0ca-83263b87b7c9,,47:39.9,47:39.9,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,54:00.0,6985b49c-3db6-432f-bd0c-82e7ec5966eb
54:00.0,a6312f13-33cc-49a4-a0ca-83263b87b7c9,,47:39.9,47:39.9,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,58:00.0,7f452530-56a8-479e-bc06-c3fb6ec5b805
58:00.0,a6312f13-33cc-49a4-a0ca-83263b87b7c9,,47:39.9,47:39.9,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,59:00.0,f6ec91fc-47f7-403b-a8d5-aa5d86d85e86
59:00.0,a6312f13-33cc-49a4-a0ca-83263b87b7c9,,47:39.9,47:39.9,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,06:00.0,a6ebe0f4-80ed-4b7f-8edf-a4fa02f1b68a
06:00.0,a6312f13-33cc-49a4-a0ca-83263b87b7c9,,47:39.9,47:39.9,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,07:00.0,d9aea6bc-e5d8-4f86-8466-033aaf5994b8
07:00.0,a6312f13-33cc-49a4-a0ca-83263b87b7c9,,47:39.9,47:39.9,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,33:00.0,b7b6761d-6b88-4e30-a126-8c40ce2f247b
33:00.0,a6312f13-33cc-49a4-a0ca-83263b87b7c9,,47:39.9,47:39.9,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,41:00.0,165cef4f-722f-428f-a944-506343e14a53
38:00.0,d64f990a-1fcf-4407-9887-8ea70a126543,,43:02.7,43:02.7,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,51:00.0,1769f182-3a6f-46cd-b9b0-c5b06a4d05e3
51:00.0,d64f990a-1fcf-4407-9887-8ea70a126543,,43:02.8,43:02.8,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,54:00.0,43a42af3-48eb-43fc-89b2-a22afe282783
54:00.0,d64f990a-1fcf-4407-9887-8ea70a126543,,43:02.8,43:02.8,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,18:00.0,e976359f-9459-4ca3-bb94-f3cc15c0413f
18:00.0,d64f990a-1fcf-4407-9887-8ea70a126543,,43:02.8,43:02.8,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,19:00.0,b92e8d49-06b7-4688-b1a0-de40c90427fc
19:00.0,d64f990a-1fcf-4407-9887-8ea70a126543,,43:02.8,43:02.8,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,22:00.0,a3324495-9fc6-463a-a0d3-a57dd49554a9
22:00.0,d64f990a-1fcf-4407-9887-8ea70a126543,,43:02.8,43:02.8,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,23:00.0,8f96b394-3f2c-4ab3-8eb5-481baded6080
23:00.0,d64f990a-1fcf-4407-9887-8ea70a126543,,43:02.8,43:02.8,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,42:00.0,2a57a0bf-7eb3-4b5d-bc44-ad4e226a9148
42:00.0,d64f990a-1fcf-4407-9887-8ea70a126543,,43:02.8,43:02.8,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,44:00.0,424a4acb-cfde-478e-9674-c85c8673a9b5
44:00.0,d64f990a-1fcf-4407-9887-8ea70a126543,,43:02.8,43:02.8,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,48:00.0,5c14f78e-2123-413b-939d-5f6a369c1357
48:00.0,d64f990a-1fcf-4407-9887-8ea70a126543,,43:02.8,43:02.8,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,49:00.0,dcaf0c55-cfda-4142-aafc-6ed1fbe6e8e3
49:00.0,d64f990a-1fcf-4407-9887-8ea70a126543,,43:02.8,43:02.8,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,59:00.0,2ac0f075-9b6d-46a9-9a0c-c2dd7c502de0
59:00.0,d64f990a-1fcf-4407-9887-8ea70a126543,,43:02.8,43:02.8,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,01:00.0,69a054a3-712b-40b2-ac0e-32ab1771023f
01:00.0,d64f990a-1fcf-4407-9887-8ea70a126543,,43:02.8,43:02.8,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,06:00.0,fc4fb5c8-f287-474a-b816-d33385e8711f
06:00.0,d64f990a-1fcf-4407-9887-8ea70a126543,,43:02.8,43:02.8,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,07:00.0,232bdc01-efa9-4304-ab21-47eb146ed4cf
07:00.0,d64f990a-1fcf-4407-9887-8ea70a126543,,43:02.8,43:02.8,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,14:00.0,c1c566a0-4dc0-48d0-b81d-90778051bd78
14:00.0,d64f990a-1fcf-4407-9887-8ea70a126543,,43:02.8,43:02.8,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,15:00.0,476a563c-1890-43d5-84fc-aadf83460773
15:00.0,d64f990a-1fcf-4407-9887-8ea70a126543,,43:02.8,43:02.8,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,27:00.0,860de854-1867-4535-8c48-80e18fb276ee
27:00.0,d64f990a-1fcf-4407-9887-8ea70a126543,,43:02.8,43:02.8,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,28:00.0,988b703a-46fb-48f5-ba38-8d43a294b00e
28:00.0,d64f990a-1fcf-4407-9887-8ea70a126543,,43:02.8,43:02.8,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,29:00.0,11c480a0-fd84-437e-a32f-0cf11d5f9516
29:00.0,d64f990a-1fcf-4407-9887-8ea70a126543,,43:02.8,43:02.8,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,35:00.0,88fa4aac-8659-4274-8590-17b3cb245351
43:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,16:00.0,fdde79a0-ed75-4501-9935-df8e4716c176
16:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40003,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,50:00.0,0bc3c865-4417-4218-98ac-e4225e2fd5af
50:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,52:00.0,60cbe328-aca8-4e05-99d5-056e19601027
52:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,56:00.0,07f40a9f-7f24-4b6a-b1f5-1f783c38bc40
56:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,12:00.0,316957d3-d9a6-4f9d-8314-03c6e98727fd
12:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,21:00.0,978541bc-c344-49c2-a5c1-ddb04e854f7b
21:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,22:00.0,ca9d3009-2f24-4b89-a092-d78d8acb7daa
22:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,23:00.0,3f856a01-248e-4f28-8093-6fea052cda3b
23:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,27:00.0,68a006b6-dc2a-419b-8081-4c009c09d541
27:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,32:00.0,42594c3d-d0fe-4a1a-b9a2-86df08856a99
32:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,45:00.0,b72273a0-5223-4c04-9243-d0a42e190d88
45:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,46:00.0,1988e944-e65c-47bc-afbe-8113baa11450
46:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,58:00.0,fd6268f3-a7fe-4830-991c-e6eb81b54837
58:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,59:00.0,8524b7ad-5a81-422a-aff2-47d03a8856dc
59:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,15:00.0,8946bba5-65b9-4c76-9bee-d11081a2341b
15:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,16:00.0,2f183d22-7c14-444b-bf61-f70d608510de
16:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,25:00.0,519cb1d1-71b5-4ffe-abb0-487f69a85fdc
25:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,26:00.0,004203cc-6148-46c5-8b51-142409602dbc
26:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,29:00.0,811a5913-17fa-4203-aeba-ab28dfcbfa73
29:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,30:00.0,6fdf7cf8-327f-41fb-aa47-3583510e4a51
30:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,34:00.0,61bc4a15-c99a-4f75-a508-bc417ae238a5
34:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,35:00.0,4fb61521-602d-4342-a2ea-7f3497bc1157
35:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,43:00.0,5934847f-3ba7-4c28-b212-b635ee428e0f
43:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,53:00.0,aaeae595-8fef-4d88-8e0e-017a1c36eded
53:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,54:00.0,cd41d477-44e3-4e29-acf7-16b805e09123
54:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,38:00.0,79629aa1-772d-4b12-8e8f-09693b0834da
38:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,39:00.0,6b3e7893-82a4-43a2-bf1e-9741292e48a6
39:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,42:00.0,9c90f414-5584-4eb9-ab49-ab3850ff2582
42:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,49:00.0,78ad07e6-3842-41e8-90cb-64c9adc44463
49:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,25:00.0,ebc946b6-e966-4f2b-9b58-60481240d72f
25:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40003,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,42:00.0,7dbb12ac-1ef6-4478-ba6b-2a7bba1af5ab
42:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,07:00.0,ebd93b07-8efc-4084-bb59-dc3236c76ca0
07:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,27:00.0,6a2bbaa9-f26c-40e3-b9da-8426da12f33a
27:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,28:00.0,721d47b6-774d-4bf8-85dc-baebeb711289
28:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,37:00.0,bc8e4f93-1548-4996-bc66-29812867534c
37:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,39:00.0,ce8cd308-1942-41d3-b164-282707569f40
39:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,48:00.0,0e7da3f1-81d2-4c0a-b54c-78aece1ed121
48:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,00:00.0,be46738b-38cb-4df0-a2d8-5507310bdc6d
00:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,01:00.0,0e9b93ce-5cc5-4871-99ad-04db3f533b3b
01:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,03:00.0,9b45cb00-0692-4632-a88c-8737542c7072
03:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,11:00.0,e2648964-e4f2-4a48-abbf-ae194480dbc1
11:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,12:00.0,786ff751-720f-4cb2-a844-2a5dde95fe55
12:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,27:00.0,51f15632-89c0-45a7-9429-f1863aa6c1b8
27:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,28:00.0,e6123f33-e10e-48da-8682-e956edc8b027
28:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,33:00.0,aeb2b875-105d-4cb1-a75b-9d261c72c78c
33:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,40:00.0,e4667d61-87f4-46c8-82e7-01e3f6e7ed62
40:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,53:00.0,3761dcce-89d2-4444-b329-b3431885f038
53:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,16:00.0,b16f98f0-e87a-4dcb-b88d-a7d5f6cc11e9
16:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,17:00.0,dddfff3e-f6a8-4789-afdb-e2737feea50c
17:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,29:00.0,cd8b268c-d15e-499f-836c-10202c21bc14
29:00.0,02459985-1130-44ec-bb04-950205d98264,,21:15.7,21:15.7,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,39:00.0,0d3289a5-7e87-41b6-86d4-6d23caf3b428
40:00.0,7e187921-d86b-4334-962e-2a7c26365b53,,28:09.6,28:09.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,56:00.0,7b6aeaac-dc37-438f-8299-ca4717393967
56:00.0,7e187921-d86b-4334-962e-2a7c26365b53,,28:09.6,28:09.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,06:00.0,b21209ca-c0ab-426f-9818-dc21e1bf73dd
06:00.0,7e187921-d86b-4334-962e-2a7c26365b53,,28:09.6,28:09.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,20:00.0,0f3e8e60-025d-43a2-9c24-789d9a239924
20:00.0,7e187921-d86b-4334-962e-2a7c26365b53,,28:09.6,28:09.6,40003,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,03:00.0,64b5ac80-9cac-47f3-a205-bddd455424c2
03:00.0,7e187921-d86b-4334-962e-2a7c26365b53,,28:09.6,28:09.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,04:00.0,8592b336-6237-4fd9-b0db-dfe56fa7119a
04:00.0,7e187921-d86b-4334-962e-2a7c26365b53,,28:09.6,28:09.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,07:00.0,0e49d7fa-123c-48b2-ad95-d52eee53f145
07:00.0,7e187921-d86b-4334-962e-2a7c26365b53,,28:09.6,28:09.6,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,35:00.0,298d6544-1aa7-42da-8f7f-416c0a16d1c1
35:00.0,7e187921-d86b-4334-962e-2a7c26365b53,,28:09.6,28:09.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,38:00.0,c7d457a3-80eb-458a-9ee6-04896a96d5d9
38:00.0,7e187921-d86b-4334-962e-2a7c26365b53,,28:09.6,28:09.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,40:00.0,757a457c-6cf9-4366-a38f-7c32efe545cd
40:00.0,7e187921-d86b-4334-962e-2a7c26365b53,,28:09.6,28:09.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,41:00.0,8412ae98-5066-4155-ad88-f4061256d8c7
41:00.0,7e187921-d86b-4334-962e-2a7c26365b53,,28:09.6,28:09.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,48:00.0,fb741558-5ce1-4956-bace-6048eb88c05c
48:00.0,7e187921-d86b-4334-962e-2a7c26365b53,,28:09.6,28:09.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,49:00.0,0d3702e2-be1c-48a8-ac84-bcbaeb3fe527
49:00.0,7e187921-d86b-4334-962e-2a7c26365b53,,28:09.6,28:09.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,09:00.0,052c899f-06eb-445e-8a84-2a09f997ded0
09:00.0,7e187921-d86b-4334-962e-2a7c26365b53,,28:09.6,28:09.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,11:00.0,9816e8ad-bdaa-4775-b7da-7a9d1f8da68c
11:00.0,7e187921-d86b-4334-962e-2a7c26365b53,,28:09.6,28:09.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,14:00.0,969f7017-dff4-4df2-8844-8c81bb2fad8e
14:00.0,7e187921-d86b-4334-962e-2a7c26365b53,,28:09.6,28:09.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,15:00.0,2f9e0a24-1aa5-48d4-acda-fa4531190e6e
15:00.0,7e187921-d86b-4334-962e-2a7c26365b53,,28:09.6,28:09.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,16:00.0,0c52d43d-29d9-43ba-b232-df54e8c97276
16:00.0,7e187921-d86b-4334-962e-2a7c26365b53,,28:09.6,28:09.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,18:00.0,6b2f7db9-4f79-4b4d-8c2c-773a5e90a4b0
18:00.0,7e187921-d86b-4334-962e-2a7c26365b53,,28:09.6,28:09.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,34:00.0,bf6ec348-cd16-446d-b958-9dadfb6d395a
34:00.0,7e187921-d86b-4334-962e-2a7c26365b53,,28:09.6,28:09.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,35:00.0,9b1c5657-e6e9-447f-a2e7-6c635d8a0dcf
35:00.0,7e187921-d86b-4334-962e-2a7c26365b53,,28:09.6,28:09.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,50:00.0,9b549777-796b-499b-bb25-81dd9ce5247a
50:00.0,7e187921-d86b-4334-962e-2a7c26365b53,,28:09.6,28:09.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,51:00.0,3f12ca63-7019-4a3c-b2cc-0d01ca3bafe5
51:00.0,7e187921-d86b-4334-962e-2a7c26365b53,,28:09.6,28:09.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,07:00.0,7bb672e9-6c4e-4c9e-91c8-248a15083ab9
07:00.0,7e187921-d86b-4334-962e-2a7c26365b53,,28:09.6,28:09.6,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,08:00.0,a25aa189-7fc3-45fe-bc53-43f7ce0914f1
08:00.0,7e187921-d86b-4334-962e-2a7c26365b53,,28:09.6,28:09.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,10:00.0,9ba2b170-7976-4b85-9687-5ec8704eea91
